_id,district,street,building,name,seats,enterpreneur_name,enterpreneur_name_2,area,code_phone_number,phone_number_1,phone_number_2,cellphone_number_1,cellphone_number_2,hours_of_work_monday,hours_of_work_tuesday',hours_of_work_wednesday',hours_of_work_thursday,hours_of_work_friday,hours_of_work_saturday,hours_of_work_sunday
478,Франківський,"Сахарова А.,акад.",42.0,"кафе ""Гарбуз""",36.0,"ТзОВ ""Гарбуз""",NULL,50.0,032,2452494.0,NULL,NULL,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,вихідний,вихідний
479,Залізничний,Петлюри С.,2А,"""Кафе""",24.0,"ПП ""Захід-Клас"" (кер. Михайлів Р.Є.)",NULL,20.0,032,2452761.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
480,Залізничний,Головатого Я.,1,"""Кафе""",24.0,"ПП ""Ярина плюс""",NULL,20.0,032,2452763.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
481,Сихівський,Довженка О.,2,"піцерія ""Ля Фамілія""",80.0,"ТзОВ ""Ля Фамілія""",NULL,100.0,032,2454574.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,NULL,NULL
482,Залізничний,Широка,70Б,"""ПАБ Shateau""",52.0,Жаровська Любов Миколаївна,NULL,NULL,032,2458530.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
483,Личаківський,Вашингтона Дж.,5А,"Ресторан ""Три оскари""",60.0,ФОП Русаненко Л.Я.,NULL,300.0,032,2458973.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
484,Сихівський,Боднарська,4,"ресторан ""Хутірець""",100.0,Михайлів Р.Є.,NULL,200.0,032,2475630.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,NULL,NULL
485,Шевченківський,Замарстинівська,167,Шаян,30.0,Возна Анастасія Іллівна,NULL,30.0,032,2475687.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
486,Личаківський,Пасічна,89,"Ресторан ""Марципан""",46.0,ПП Марципан і К.О.,NULL,200.0,032,2510513.0,NULL,NULL,NULL,09:00-03:00,09:00-03:00,09:00-03:00,09:00-03:00,09:00-03:00,вихідний,вихідний
487,Личаківський,Медової Печери,65,"Ресторан ""Медова печера""",80.0,"ТзОВ ""Арна""",NULL,750.0,032,2510577.0,NULL,NULL,NULL,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,вихідний,вихідний
488,Личаківський,Романчука Ю.,15,"Кондитерська-кав'ярня ""Солодкий льох""",16.0,СПД ФО Матвєєва Лариса Михайлівна,NULL,29.5,032,2511786.0,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
489,Шевченківський,"Чорновола В.,просп.",59.0,"ресторан ""Цепелін""",85.0,"ТзОВ ""Фотосалон ""Мрія""",NULL,100.0,032,2520512.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00
490,Личаківський,Ніщинського М.,30,Бар Онтаріо,18.0,ПП Литвин,СПД ФО Мишко Д.С.,35.0,032,2521144.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
491,Шевченківський,Замарстинівська,127,Прикарпатський замок,NULL,"ПП ""Сакральот""",NULL,NULL,032,2521748.0,0322341891,NULL,NULL,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,вихідний,вихідний
492,Шевченківський,"Чорновола В.,просп.",65,"""Pizza Pasta""",65.0,"ТзОВ ""Чао Белла""",NULL,70.0,032,2521975.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00
493,Франківський,Героїв УПА,72.0,"ресторан-кафе ""Аля мінуте""",50.0,"ТзОВ ""Террін""",NULL,80.0,032,2539534.0,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,10:00-22:00,10:00-22:00
494,Личаківський,Хмельницького Б.,176,"Ресторан ""Lemberg""",NULL,СГД ФО Торопова О.В.,NULL,200.0,032,2551048.0,NULL,NULL,NULL,зачинено,зачинено,зачинено,зачинено,зачинено,зачинено,зачинено
495,Личаківський,Винниченка В.,6,"Ресторан ""Кумпель""",90.0,"СП у формі ТзОВ ""Кастелярі""",NULL,NULL,032,2601871.0,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
496,Галицький,Галицька,1,Піца Челентано на Ринку,100.0,"ТзОВ ""Піца Челентано на Ринку""",NULL,254.1,032,2602070.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
497,Галицький,"Свободи, просп.",29,"ресторан ""Япона хата""",NULL,"ТзОВ ""Профі фуд""",NULL,NULL,032,2613938.0,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
498,Галицький,Руська,4,Синя пляшка,20.0,ТзОВ Унія,NULL,39.9,032,2614884.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
499,Галицький,Саксаганського П.,8,У Броваря,NULL,ТзОВ ОлесяЛюкс,NULL,NULL,032,2615058.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
500,Залізничний,Городоцька,222,"""Тартак""",120.0,Стасюк Світлана Ігорівна,NULL,NULL,032,2624268.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
501,Залізничний,Дозвільна,1,NULL,120.0,"ТзОВ ""Мирослава"" (Чернецька М.В.)",NULL,200.0,032,2627475.0,NULL,NULL,NULL,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
502,Франківський,Наукова,53.0,"кафе ""Наука""",32.0,"ТзОВ ""Наука""",NULL,50.0,032,2631169.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
503,Франківський,Володимира Великого,51.0,"піцерія ""New York Steet Pizza""",60.0,ФОП Приймич Людмила Іванівна,NULL,80.0,032,2632373.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
504,Франківський,Боткіна С.,36.0,"кафе-бар ""Зелений дворик""",30.0,"ПП ""Зелений дворик""",NULL,70.0,032,2633024.0,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
505,Франківський,Пулюя І.,29.0,"кафе ""Старий Маяк""",40.0,ФОП Шпичка Юрій Юрійович,NULL,100.0,032,2634111.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
506,Залізничний,Щирецька,14.0,"""Маленький Париж"" каф-бар",28.0,Листван Ольга Ярославівна,NULL,40.0,032,2636142.0,NULL,NULL,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
507,Франківський,Княгині Ольги,114.0,кафе,NULL,"ПрАТ ""Комплекс водних видів спорту""",NULL,NULL,032,2637062.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,Франківський,Стрийська,144.0,"ресторан ""Тиса""",70.0,"ПП ""Тиса-плюс""",NULL,100.0,032,2639104.0,0322635159,NULL,NULL,12:00-24:00,12:00-24:00,12:00-24:00,12:00-24:00,12:00-24:00,вихідний,вихідний
509,Франківський,Наукова,43А,"піцерія ""Деліката""",60.0,ФОП Шварьов Юрій Олександрович,NULL,100.0,032,2647672.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
510,Залізничний,Широка,86А,"""Кафе ""Під лісом""",50.0,"ТзОВ ""Під лісом"" (кер. Олексенко Валентина Вікторівна)",NULL,NULL,032,2670844.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
511,Залізничний,Калнишевського П.,16,"кафе-бар ""Юлія""",70.0,"ТзОВ ""Кокон"" (кер.Стасів Наталя Ігорівна)",NULL,NULL,032,2673060.0,NULL,NULL,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,10:00-22:00
512,Залізничний,Повітряна,24.0,"кафе ""Левандівський газда""",50.0,"ТзОВ ""Левандівський газда"" (кер. Смутко М.М.)",NULL,100.0,032,2673396.0,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00
513,Залізничний,Калнишевського П.,1,"кафе-бар ""Скорпіон""",60.0,"ТзОВ ""Скорпіон"" (кер. Рєдкозубова Людмила Миколаївна)",NULL,NULL,032,2674060.0,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00
514,Залізничний,Широка,65Б,"""Бар""",24.0,"ПП ""Ярослава плюс""",NULL,NULL,032,2675541.0,NULL,NULL,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00
515,Залізничний,Патона Є.,2Б,"бар-ресторан ""На озері""",200.0,"ПП ""Гурман"" (кер. Степанків З.В.)",NULL,NULL,032,2675601.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-24:00,11:00-24:00
516,Личаківський,Зелена,109,"Кафе ""Фелікітас""",42.0,ПП Рудий Я.С.,NULL,90.0,032,2709052.0,NULL,NULL,NULL,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,10:00-24:00,вихідний,вихідний
517,Франківський,"Лазаренка Є., акад.",2.0,"кафе-бар ""Фелікітас""",50.0,"ТзОВ ""Фелікітас""",NULL,70.0,032,2709052.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
518,Личаківський,Пасічна,70,"Піцерія ""Delicata""",35.0,СПД Мураль М.,NULL,230,032,2718192.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
519,Сихівський,Стуса В.,4,"кафе ""Динамо Блюз""",80.0,Романишин Л.В.,NULL,150.0,032,2750189.0,NULL,NULL,NULL,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,NULL,NULL
520,Личаківський,Тершаковців,10,"Бар ""Згадка""",20-30,ПП Гожельник Л.Л.,NULL,59.9,032,2750913.0,NULL,NULL,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,вихідний,вихідний
521,Личаківський,Зелена,69,"Піцерія ""Бістро Люкс.піцерія""",50.0,"ПП ""Констанція""",NULL,110.0,032,2751822.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
522,Личаківський,Пекарська,1,"Кафе ""Вікторія""",30.0,"ТзОВ ""Планета-Сатурн""""",NULL,48.9,032,2752744.0,NULL,NULL,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,вихідний,вихідний
523,Личаківський,Зелена,88,"Нічний ""Клуб Picasso""",80.0,"ПП ""Клуб Пікассо""",NULL,2500.0,032,2753272.0,NULL,NULL,NULL,22:00-05:00,22:00-05:00,22:00-05:00,22:00-05:00,22:00-05:00,вихідний,вихідний
524,Личаківський,Пасічна,89,"Кафе-бар ""Надія""",NULL,"ТзОВ ""Надія плюс""",NULL,120.0,032,2754359.0,NULL,NULL,NULL,зачинено,зачинено,зачинено,зачинено,зачинено,зачинено,зачинено
525,Личаківський,Личаківська,50,"Кафе ""Рондель""",40.0,"ТзОВ ""Торговиця""",NULL,150.0,032,2755541.0,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
526,Галицький,"Ринок, пл.",5,NULL,NULL,ПП Львівська гільдія,NULL,197.5,032,2756719.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
527,Личаківський,Туган-Барановського М.,30,"Кафе ""Солодка скриня""",12.0,СПД ФО Багринівський Ростислав Петрович,NULL,35.1,032,2756757.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
528,Личаківський,Римлянина П.,1,"Пивоварня ""Старгород""",200.0,"ТзОВ ""Західпаб""",NULL,"6012,18",032,2756926.0,NULL,NULL,NULL,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,вихідний,вихідний
529,Личаківський,Керченська,15,"Бар ""Берклі""",42.0,"ПП ""Інвестиційно-торгівельна компанія ""Галичспектр""",NULL,332,032,2757500.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
530,Личаківський,Личаківська,24,"Кафе ""Вареники""",38.0,"ТзОВ""Вареники 1""",NULL,182.1,032,2758581.0,NULL,NULL,NULL,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,вихідний,вихідний
531,Личаківський,Зелена,44,"Бар ""Флорес""",24.0,"ПП ""Флорес""",NULL,45.3,032,2759597.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
532,Личаківський,Зелена,2,"Бар ""Пивний сад""",40.0,"ТзОВ ""Добрий смак""",NULL,120.9,032,2762176.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
533,Личаківський,Личаківська,22,"Кафе ""Сходинка""",10.0,"ПП ""Сходинка""",NULL,52.4,032,2764901.0,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
534,Галицький,Довбуша О.,1,4 студія,50.0,ТзОВ ЛТВП На Замку,NULL,163.6,032,2765793.0,NULL,NULL,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,вихідний,вихідний
535,Личаківський,Туган-Барановського М.,4,Піцерія Леополі,60.0,"ПП ""Ладімо""",NULL,"145,4",032,2766069.0,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
536,Личаківський,Пекарська,28,"Ресторан ""Старий Тифліс""",26.0,ПП Музичні комунікації,NULL,85.0,032,2766111.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
537,Личаківський,Руставелі Ш.,2,"Ресторан ""Кавказ""",50.0,ПП Музичні комунікації,NULL,113.3,032,2766111.0,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00
538,Личаківський,Котика Б.,1,"Бар ""Кайзервальд""",30.0,"ТзОВ фірма ""Неро""",NULL,60.0,032,2768267.0,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
539,Личаківський,Шімзерів,2,"Ресторан ""Еней""",40.0,"ТзОВ ""НАМ""",NULL,175.0,032,2768370.0,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
540,Личаківський,Личаківська,265,"Кафе ""Підгори""",16.0,Кооператив «Підгори»,NULL,72.0,032,2780646.0,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
